0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
[CLS],sin,##drome,corona,##rio,agudo,eleva,##cion,segmento,st,[SEP],un,síndrome,corona,##rio,agudo,con,elevación,del,segmento,st,(,<,star,##t,>,sc,##ac,##est,<,end,>,",",complicado,a,las,7,##2,horas,con,ang,##ina,post,##inf,##arto,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],descend,##ente,anterior,[SEP],a,cd,y,a,diag,##onal,y,de,arteria,mama,##ria,a,<,star,##t,>,da,<,end,>,durante,el,procedimiento,se,emple,##ó,un,tiempo,de,ce,##c,de,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],descend,##ente,anterior,[SEP],cd,),",",del,7,##0,%,en,descend,##ente,anterior,(,<,star,##t,>,da,<,end,>,",",del,90,%,en,la,primera,diag,##onal,",",del,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],presion,encla,##va,##miento,pulmonar,[SEP],pulmonar,de,31,/,20,mm,##h,##g,",",pv,##c,de,1,##8,mm,##h,##g,y,<,star,##t,>,pc,##p,<,end,>,de,1,##6,mm,##h,##g,.,el,gasto,cardíaco,(,gc,),[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],segmento,electro,##car,##dio,##grama,onda,s,t,[SEP],ingresó,por,un,síndrome,corona,##rio,agudo,con,elevación,del,segmento,<,star,##t,>,st,<,end,>,(,sc,##ac,##est,),",",complicado,a,las,7,##2,horas,con,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],presion,ven,##osa,central,[SEP],l,/,min,",",presión,de,arteria,pulmonar,de,31,/,20,mm,##h,##g,",",<,star,##t,>,pv,##c,<,end,>,de,1,##8,mm,##h,##g,y,pc,##p,de,1,##6,mm,##h,##g,.,el,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],circula,##cion,extrac,##or,##por,##ea,[SEP],da,",",durante,el,procedimiento,se,emple,##ó,un,tiempo,de,<,star,##t,>,ce,##c,<,end,>,de,112,minutos,",",un,tiempo,de,is,##que,##mia,de,7,##6,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##li,##tro,[SEP],colo,##ides,en,una,hora,",",es,decir,",",unos,30,<,star,##t,>,ml,<,end,>,kg,(,peso,:,7,##0,kg,),y,se,incrementó,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],ten,##sion,arterial,media,[SEP],tiempo,.,permitió,la,retirada,de,nora,##dre,##nal,##ina,",",normal,##iz,##ándose,la,<,star,##t,>,tam,<,end,>,y,aumentando,las,resistencia,##s,vas,##culares,sisté,##mica,(,r,##v,##s,),y,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],ten,##sion,arterial,media,[SEP],mostró,los,siguientes,parámetros,hem,##odin,##ámicos,:,tensión,arterial,media,(,<,star,##t,>,tam,<,end,>,de,7,##7,mm,##h,##g,",",con,perf,##usión,de,dob,##uta,##mina,a,4,",",5,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],cent,##ime,##tro,cub,##ico,[SEP],en,el,electro,##car,##dio,##grama,(,ec,##g,),.,se,administrar,##on,2,.,200,<,star,##t,>,cc,<,end,>,entre,cristal,##o,##ides,y,colo,##ides,en,una,hora,",",es,decir,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],cent,##ime,##tro,cub,##ico,[SEP],se,administr,##ó,en,dosis,de,2,mg,/,kg,dilu,##idos,en,250,<,star,##t,>,cc,<,end,>,de,suero,glucosa,##do,al,5,%,",",a,pasar,en,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],resistencia,vas,##cular,siste,##mica,[SEP],normal,##iz,##ándose,la,tam,y,aumentando,las,resistencia,##s,vas,##culares,sisté,##mica,(,<,star,##t,>,r,##v,##s,<,end,>,y,pulmonar,(,r,##v,##p,),.,no,se,registraron,cambios,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],respuesta,vir,##al,sostenida,[SEP],normal,##iz,##ándose,la,tam,y,aumentando,las,resistencia,##s,vas,##culares,sisté,##mica,(,<,star,##t,>,r,##v,##s,<,end,>,y,pulmonar,(,r,##v,##p,),.,no,se,registraron,cambios,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],resistencia,vas,##cular,pulmonar,[SEP],las,resistencia,##s,vas,##culares,sisté,##mica,(,r,##v,##s,),y,pulmonar,(,<,star,##t,>,r,##v,##p,<,end,>,.,no,se,registraron,cambios,en,la,gas,##ometría,arterial,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],revolucion,minuto,[SEP],de,nora,##dre,##nal,##ina,por,encima,de,0,",",5,[UNK],.,kg,-,1,.,<,star,##t,>,min,-,1,<,end,>,sin,apreciar,##se,respuesta,alguna,.,la,perf,##usión,de,dob,##uta,##mina,se,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],revolucion,minuto,[SEP],añadir,perf,##usión,de,nora,##dre,##nal,##ina,a,0,",",4,[UNK],.,kg,-,1,.,<,star,##t,>,min,-,1,<,end,>,y,aumentar,la,dosis,de,dob,##uta,##mina,hasta,8,[UNK],.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],revolucion,minuto,[SEP],con,perf,##usión,de,dob,##uta,##mina,a,4,",",5,[UNK],.,kg,-,1,.,<,star,##t,>,min,-,1,<,end,>,frecuencia,cardíaca,de,8,##0,l,/,min,",",presión,de,arteria,pulmonar,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],revolucion,minuto,[SEP],la,dosis,de,dob,##uta,##mina,hasta,8,[UNK],.,kg,-,1,.,<,star,##t,>,min,-,1,<,end,>,mantuvo,la,diur,##esis,",",permaneció,afe,##bri,##l,y,bien,adaptado,a,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],revolucion,minuto,[SEP],),",",y,remi,##fen,##tan,##ilo,(,0,",",01,-,0,",",02,[UNK],.,kg,-,1,.,<,star,##t,>,min,-,1,<,end,>,.,se,utilizó,deriva,##ción,cardio,##pul,##mon,##ar,habitual,con,flujo,puls,##átil,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],electro,##car,##dio,##grama,[SEP],posición,correcta,y,no,presentó,cambios,en,el,electro,##car,##dio,##grama,(,<,star,##t,>,ec,##g,<,end,>,.,se,administrar,##on,2,.,200,cc,entre,cristal,##o,##ides,y,colo,##ides,en,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],metro,cuadrado,[SEP],",",con,un,índice,(,ic,),de,3,",",35,l,/,min,/,<,star,##t,>,m,##2,<,end,>,en,apenas,2,horas,de,evolución,",",el,paciente,presentó,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],gasto,cardia,##co,[SEP],y,pc,##p,de,1,##6,mm,##h,##g,.,el,gasto,cardíaco,(,<,star,##t,>,gc,<,end,>,era,6,",",8,l,/,min,",",con,un,índice,(,ic,),[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],ciclo,##fos,##fa,##mid,##a,[SEP],",",se,inicia,una,segunda,línea,de,quimioterapia,",",(,<,star,##t,>,c,##t,##x,<,end,>,d,##tic,),",",que,se,suspend,##e,a,los,pocos,días,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],adri,##ami,##cina,[SEP],se,le,administra,una,primera,línea,de,quimioterapia,(,cd,##d,##p,-,<,star,##t,>,ad,##r,<,end,>,v,##p,##1,##6,),durante,6,meses,",",sin,respuesta,.,también,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],cis,##dia,##min,##od,##ic,##loro,##pla,##tino,[SEP],.,se,le,administra,una,primera,línea,de,quimioterapia,(,<,star,##t,>,cd,##d,##p,<,end,>,ad,##r,-,v,##p,##1,##6,),durante,6,meses,",",sin,respuesta,.,también,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],cancer,antig,##en,199,[SEP],",",siendo,los,niveles,sé,##rico,##s,de,ca,125,",",<,star,##t,>,ca,19,.,9,<,end,>,y,ps,##a,normales,.,dadas,las,malas,condiciones,físicas,del,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],cancer,antig,##en,125,[SEP],de,0,",",01,-,5,),",",siendo,los,niveles,sé,##rico,##s,de,<,star,##t,>,ca,125,<,end,>,ca,19,.,9,y,ps,##a,normales,.,dadas,las,malas,condiciones,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##li,##tro,[SEP],normal,de,15,-,100,),y,de,ce,##a,de,231,ng,/,<,star,##t,>,ml,<,end,>,(,normal,de,0,",",01,-,5,),",",siendo,los,niveles,sé,##rico,##s,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##li,##tro,[SEP],.,la,determinación,sé,##rica,de,cal,##cito,##ni,##na,fue,de,3,.,500,p,##g,/,<,star,##t,>,ml,<,end,>,(,normal,de,15,-,100,),y,de,ce,##a,de,231,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],nano,##gram,##o,[SEP],(,normal,de,15,-,100,),y,de,ce,##a,de,231,<,star,##t,>,ng,<,end,>,ml,(,normal,de,0,",",01,-,5,),",",siendo,los,niveles,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],pico,##gram,##o,[SEP],tiro,##ides,.,la,determinación,sé,##rica,de,cal,##cito,##ni,##na,fue,de,3,.,500,<,star,##t,>,p,##g,<,end,>,ml,(,normal,de,15,-,100,),y,de,ce,##a,de,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],bce,##ll,ly,##mph,##oma,2,[SEP],receptores,estro,##gén,##icos,",",proteína,s,-,100,",",hm,##b,##4,##5,",",p,##53,",",<,star,##t,>,b,##c,##1,-,2,<,end,>,y,sina,##pto,##fis,##ina,.,posi,##tividad,en,el,25,%,de,los,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],met,##ho,##x,##y,iso,but,##il,iso,##ni,##tri,##lo,[SEP],.,posi,##tividad,en,el,25,%,de,los,núcleos,con,<,star,##t,>,mi,##b,-,1,<,end,>,y,en,el,90,%,de,los,núcleos,con,p,##2,##7,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],solu,##ble,[SEP],el,estudio,inmuno,##his,##to,##quí,##mico,mostró,nega,##tividad,a,receptores,estro,##gén,##icos,",",proteína,<,star,##t,>,s,<,end,>,100,",",hm,##b,##4,##5,",",p,##53,",",b,##c,##1,-,2,y,sina,##pto,##fis,##ina,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],seattle,[SEP],el,estudio,inmuno,##his,##to,##quí,##mico,mostró,nega,##tividad,a,receptores,estro,##gén,##icos,",",proteína,<,star,##t,>,s,<,end,>,100,",",hm,##b,##4,##5,",",p,##53,",",b,##c,##1,-,2,y,sina,##pto,##fis,##ina,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],human,melan,##oma,black,##4,##5,[SEP],inmuno,##his,##to,##quí,##mico,mostró,nega,##tividad,a,receptores,estro,##gén,##icos,",",proteína,s,-,100,",",<,star,##t,>,hm,##b,##4,##5,<,end,>,p,##53,",",b,##c,##1,-,2,y,sina,##pto,##fis,##ina,.,posi,##tividad,en,el,25,[SEP],,,,,,,,,,,,,,,,,,,,,,,
[CLS],car,##cino,##em,##bri,##ona,##ry,antig,##en,[SEP],de,3,.,500,p,##g,/,ml,(,normal,de,15,-,100,),y,de,<,star,##t,>,ce,##a,<,end,>,de,231,ng,/,ml,(,normal,de,0,",",01,-,5,),",",siendo,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],pros,##tate,spec,##ific,antig,##en,[SEP],los,niveles,sé,##rico,##s,de,ca,125,",",ca,19,.,9,y,<,star,##t,>,ps,##a,<,end,>,normales,.,dadas,las,malas,condiciones,físicas,del,paciente,",",[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],et,##op,##os,##ide,pho,##s,##pha,##te,[SEP],se,le,administra,una,primera,línea,de,quimioterapia,(,cd,##d,##p,-,ad,##r,-,<,star,##t,>,v,##p,##1,##6,<,end,>,durante,6,meses,",",sin,respuesta,.,también,se,da,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],tomo,##graf,##ia,axi,##al,comput,##ari,##zada,[SEP],.,el,estudio,radio,##ló,##gico,mostró,lesiones,ósea,##s,lí,##ticas,generalizada,##s,.,<,star,##t,>,tac,<,end,>,torá,##cico,abdomin,##al,no,muestra,imágenes,suger,##entes,de,neo,##plas,##ia,a,nivel,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],53,##3,##di,##met,##hy,##l,##1,##tria,##zen,##o,##im,##ida,##zo,##le,##4,##car,##box,##ami,##de,[SEP],se,inicia,una,segunda,línea,de,quimioterapia,",",(,c,##t,##x,-,<,star,##t,>,d,##tic,<,end,>,",",que,se,suspend,##e,a,los,pocos,días,por,mal,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],minuto,[SEP],el,uso,del,spring,-,bit,##e,",",con,un,intervalo,de,10,<,star,##t,>,min,<,end,>,de,4,a,5,veces,al,día,",",con,lo,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],hiper,##plas,##ia,procesos,coron,##o,##ideos,mand,##ib,##ulares,[SEP],del,nivel,del,arco,cig,##om,##ático,.,una,vez,diagnostic,##ado,como,<,star,##t,>,hp,##c,<,end,>,se,decide,realizar,la,coron,##o,##ide,##c,##tomía,bilateral,por,medio,de,un,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,[SEP],exploración,el,paciente,presenta,una,abertura,oral,máxima,de,1,##6,<,star,##t,>,mm,<,end,>,la,cual,al,forzar,##la,no,se,modifica,",",el,paciente,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,mercurio,[SEP],exploración,el,paciente,presenta,una,abertura,oral,máxima,de,1,##6,<,star,##t,>,mm,<,end,>,la,cual,al,forzar,##la,no,se,modifica,",",el,paciente,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,[SEP],una,disminución,de,la,abertura,oral,siendo,crítica,(,6,<,star,##t,>,mm,<,end,>,de,abertura,oral,máxima,),.,se,decide,el,uso,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,mercurio,[SEP],una,disminución,de,la,abertura,oral,siendo,crítica,(,6,<,star,##t,>,mm,<,end,>,de,abertura,oral,máxima,),.,se,decide,el,uso,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,[SEP],dentro,del,trans,##op,##erato,##rio,con,una,abertura,oral,máxima,de,4,##0,<,star,##t,>,mm,<,end,>,una,vez,pasado,los,3,días,post,##op,##erado,se,inicia,##n,las,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,mercurio,[SEP],dentro,del,trans,##op,##erato,##rio,con,una,abertura,oral,máxima,de,4,##0,<,star,##t,>,mm,<,end,>,una,vez,pasado,los,3,días,post,##op,##erado,se,inicia,##n,las,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,[SEP],con,lo,que,se,obtiene,una,abertura,oral,de,30,<,star,##t,>,mm,<,end,>,a,los,30,días,de,su,uso,.,el,uso,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,mercurio,[SEP],con,lo,que,se,obtiene,una,abertura,oral,de,30,<,star,##t,>,mm,<,end,>,a,los,30,días,de,su,uso,.,el,uso,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,[SEP],curs,##ando,con,buena,evolución,durante,la,primera,semana,(,21,<,star,##t,>,mm,<,end,>,de,abertura,oral,máxima,),.,posteriormente,presenta,una,disminución,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##metro,mercurio,[SEP],curs,##ando,con,buena,evolución,durante,la,primera,semana,(,21,<,star,##t,>,mm,<,end,>,de,abertura,oral,máxima,),.,posteriormente,presenta,una,disminución,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],deci,##li,##tro,[SEP],control,",",cuatro,meses,después,",",fue,de,1,",",3,mg,/,<,star,##t,>,d,##l,<,end,>,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],mili,##gram,##o,[SEP],de,control,",",cuatro,meses,después,",",fue,de,1,",",3,<,star,##t,>,mg,<,end,>,d,##l,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],complemento,4,##d,[SEP],de,eri,##tro,##citos,",",algunos,de,ellos,de,aspecto,fal,##ci,##form,##e,y,<,star,##t,>,c,##4,##d,<,end,>,positivo,en,el,100,%,de,los,capi,##lares,peri,##tu,##bula,##res,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],antig,##eno,leuc,##oc,##itario,humano,[SEP],renal,de,donante,fallecido,",",compartiendo,un,dr,y,un,<,star,##t,>,a,<,end,>,con,un,tiempo,de,is,##que,##mia,fría,de,15,horas,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],aden,##ina,[SEP],renal,de,donante,fallecido,",",compartiendo,un,dr,y,un,<,star,##t,>,a,<,end,>,con,un,tiempo,de,is,##que,##mia,fría,de,15,horas,.,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],antig,##eno,leuc,##oc,##itario,humano,d,rela,##ted,[SEP],llevada,a,trasplante,renal,de,donante,fallecido,",",compartiendo,un,<,star,##t,>,dr,<,end,>,y,un,a,",",con,un,tiempo,de,is,##que,##mia,fría,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],tomo,##graf,##ia,comput,##ari,##zada,[SEP],normal,.,se,realizó,un,estudio,radio,##gráfico,mediante,orto,##pan,##tom,##og,##ra,##fía,y,<,star,##t,>,tc,<,end,>,que,reveló,la,presencia,de,una,lesión,ost,##eo,##lí,##tica,bien,delim,##itada,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],tomo,##graf,##ia,comput,##ari,##zada,[SEP],y,en,unión,costo,##con,##dra,##l,de,[UNK],cos,##tilla,derecha,.,la,<,star,##t,>,tc,<,end,>,tor,##aco,-,abdomin,##al,evid,##enció,una,gran,masa,afectando,al,cuerpo,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],du,##od,##eci,##ma,verte,##bra,tor,##ac,##ica,[SEP],ascendente,mand,##ib,##ular,izquierda,",",cuerpo,vertebral,izquierdo,a,nivel,de,<,star,##t,>,t,##12,<,end,>,[UNK],cos,##tilla,derecha,y,en,unión,costo,##con,##dra,##l,de,[UNK],cos,##tilla,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],cent,##ime,##tro,[SEP],presencia,de,una,lesión,ost,##eo,##lí,##tica,bien,delim,##itada,de,unos,2,",",5,<,star,##t,>,cm,<,end,>,de,diámetro,localizada,a,nivel,de,la,rama,ascendente,mand,##ib,##ular,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],cent,##ime,##tro,agua,[SEP],presencia,de,una,lesión,ost,##eo,##lí,##tica,bien,delim,##itada,de,unos,2,",",5,<,star,##t,>,cm,<,end,>,de,diámetro,localizada,a,nivel,de,la,rama,ascendente,mand,##ib,##ular,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],gamma,##gl,##uta,##mil,trans,##pe,##p,##tidas,##a,[SEP],u,##i,/,l,),",",resultando,el,resto,de,parámetros,solicitado,##s,(,<,star,##t,>,g,##gt,<,end,>,iso,##enz,##imas,de,fa,",",vitamina,d,y,pt,##h,),normales,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],gama,glu,##tam,##il,transfer,##asa,[SEP],u,##i,/,l,),",",resultando,el,resto,de,parámetros,solicitado,##s,(,<,star,##t,>,g,##gt,<,end,>,iso,##enz,##imas,de,fa,",",vitamina,d,y,pt,##h,),normales,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],gamma,##gl,##uta,##mil,trans,##pe,##p,##tidas,##a,[SEP],no,fuese,un,error,de,laboratorio,",",así,como,de,<,star,##t,>,g,##gt,<,end,>,vitamina,d,",",horm,##ona,para,##tir,##o,##idea,(,pt,##h,),e,iso,##enz,##imas,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],gama,glu,##tam,##il,transfer,##asa,[SEP],no,fuese,un,error,de,laboratorio,",",así,como,de,<,star,##t,>,g,##gt,<,end,>,vitamina,d,",",horm,##ona,para,##tir,##o,##idea,(,pt,##h,),e,iso,##enz,##imas,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],flu,##ores,##ce,##in,ang,##io,##graph,##y,[SEP],el,resto,de,parámetros,solicitado,##s,(,g,##gt,",",iso,##enz,##imas,de,<,star,##t,>,fa,<,end,>,vitamina,d,y,pt,##h,),normales,.,al,séptimo,día,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],fos,##fa,##tas,##a,alcal,##ina,[SEP],el,resto,de,parámetros,solicitado,##s,(,g,##gt,",",iso,##enz,##imas,de,<,star,##t,>,fa,<,end,>,vitamina,d,y,pt,##h,),normales,.,al,séptimo,día,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],auto,##flu,##ores,##cencia,fondo,[SEP],el,resto,de,parámetros,solicitado,##s,(,g,##gt,",",iso,##enz,##imas,de,<,star,##t,>,fa,<,end,>,vitamina,d,y,pt,##h,),normales,.,al,séptimo,día,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],fib,##ril,##ac,##ion,aur,##icular,[SEP],el,resto,de,parámetros,solicitado,##s,(,g,##gt,",",iso,##enz,##imas,de,<,star,##t,>,fa,<,end,>,vitamina,d,y,pt,##h,),normales,.,al,séptimo,día,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],flu,##ores,##ce,##in,ang,##io,##graph,##y,[SEP],fa,.,en,esta,analítica,se,confirmó,la,elevación,de,<,star,##t,>,fa,<,end,>,(,6,##0,##7,##0,u,##i,/,l,),",",resultando,el,resto,de,parámetros,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],fos,##fa,##tas,##a,alcal,##ina,[SEP],fa,.,en,esta,analítica,se,confirmó,la,elevación,de,<,star,##t,>,fa,<,end,>,(,6,##0,##7,##0,u,##i,/,l,),",",resultando,el,resto,de,parámetros,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],auto,##flu,##ores,##cencia,fondo,[SEP],fa,.,en,esta,analítica,se,confirmó,la,elevación,de,<,star,##t,>,fa,<,end,>,(,6,##0,##7,##0,u,##i,/,l,),",",resultando,el,resto,de,parámetros,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],fib,##ril,##ac,##ion,aur,##icular,[SEP],fa,.,en,esta,analítica,se,confirmó,la,elevación,de,<,star,##t,>,fa,<,end,>,(,6,##0,##7,##0,u,##i,/,l,),",",resultando,el,resto,de,parámetros,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],flu,##ores,##ce,##in,ang,##io,##graph,##y,[SEP],hallazgo,anal,##ítico,que,llamó,la,atención,fue,una,cifra,de,<,star,##t,>,fa,<,end,>,de,52,##52,u,##i,/,l,.,se,preguntó,nuevamente,a,los,padres,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],fos,##fa,##tas,##a,alcal,##ina,[SEP],hallazgo,anal,##ítico,que,llamó,la,atención,fue,una,cifra,de,<,star,##t,>,fa,<,end,>,de,52,##52,u,##i,/,l,.,se,preguntó,nuevamente,a,los,padres,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],auto,##flu,##ores,##cencia,fondo,[SEP],hallazgo,anal,##ítico,que,llamó,la,atención,fue,una,cifra,de,<,star,##t,>,fa,<,end,>,de,52,##52,u,##i,/,l,.,se,preguntó,nuevamente,a,los,padres,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],fib,##ril,##ac,##ion,aur,##icular,[SEP],hallazgo,anal,##ítico,que,llamó,la,atención,fue,una,cifra,de,<,star,##t,>,fa,<,end,>,de,52,##52,u,##i,/,l,.,se,preguntó,nuevamente,a,los,padres,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],flu,##ores,##ce,##in,ang,##io,##graph,##y,[SEP],a,los,seis,meses,",",tras,presentar,dos,determina,##ciones,de,<,star,##t,>,fa,<,end,>,dentro,de,los,valores,normales,para,su,edad,",",con,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],fos,##fa,##tas,##a,alcal,##ina,[SEP],a,los,seis,meses,",",tras,presentar,dos,determina,##ciones,de,<,star,##t,>,fa,<,end,>,dentro,de,los,valores,normales,para,su,edad,",",con,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CLS],auto,##flu,##ores,##cencia,fondo,[SEP],a,los,seis,meses,",",tras,presentar,dos,determina,##ciones,de,<,star,##t,>,fa,<,end,>,dentro,de,los,valores,normales,para,su,edad,",",con,[SEP],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
